episode,avg_pods,avg_latency,reward,execution_time
403,7.32,32248.258,4.0,0.14
404,6.84,243.514,5.0,0.16
405,5.24,156.1676,11.0,0.74
406,5.48,1006.394,11.0,0.19
407,8.16,45.305,1.0,0.16
408,6.84,120028.3982,10.0,0.17
409,4.88,33896.8685,17.0,0.19
410,6.52,431110.9963,3.0,0.19
411,8.64,713993.173,-3.0,0.22
412,4.96,67892.8178,1.0,0.24
413,6.0,168305.6341,18.0,0.17
414,6.44,240071.6808,15.0,0.17
415,6.08,72.0643,8.0,0.18
416,4.84,168306.1808,8.0,0.19
417,5.88,6.1484,19.0,0.28
418,6.96,6.4133,10.0,0.16
419,6.8,17.7287,16.0,0.18
420,5.24,26.4605,23.0,0.2
421,8.44,359703.4253,-1.0,0.16
422,5.96,63.3129,2.0,0.15
423,6.8,120446.4926,9.0,0.2
424,5.52,22.0414,7.0,0.15
425,6.44,67866.0296,9.0,0.15
426,5.6,407093.9282,6.0,0.15
427,5.12,4.2867,12.0,0.19
428,5.68,359703.4618,3.0,0.26
429,3.6,29.5654,16.0,0.16
430,4.8,10.598,23.0,0.16
431,7.4,2799.9008,4.0,0.22
432,8.32,44.0515,-1.0,0.17
433,4.88,11.9405,9.0,0.18
434,5.96,32400.7924,10.0,0.2
435,8.0,2223.7159,3.0,0.17
436,5.2,29.9769,15.0,0.16
437,5.08,69046.4549,16.0,0.21
438,4.92,10.0478,16.0,0.18
439,5.72,0.075,9.0,0.25
440,4.12,67857.5764,16.0,0.26
441,3.4,40.4643,7.0,0.16
442,4.4,240029.2202,20.0,0.15
443,4.72,30.463,24.0,0.15
444,5.08,12.4073,20.0,0.18
445,5.2,0.0242,10.0,0.18
446,5.52,339262.1182,8.0,0.24
447,4.88,18.7626,18.0,0.16
448,5.24,240.3289,10.0,0.17
449,8.04,719465.0448,-1.0,0.16
450,5.04,0.2496,2.0,0.18
451,4.28,359847.7474,12.0,0.18
452,4.08,0.9102,21.0,0.16
453,6.52,35078.5396,0.0,0.16
454,7.72,169872.528,1.0,0.16
455,5.84,152.2686,14.0,0.17
456,4.76,145.9485,11.0,0.22
457,6.52,109.1403,6.0,0.24
458,6.04,3.2966,13.0,0.19
459,4.16,67890.8244,8.0,0.26
460,4.16,154.2716,17.0,0.22
461,5.32,54.4192,17.0,0.17
462,5.2,427594.9519,7.0,0.15
463,6.72,4114.3078,9.0,0.17
464,4.88,0.0469,0.0,0.15
465,5.48,13.6425,21.0,0.24
466,4.84,1.2257,10.0,0.17
467,4.56,42.2591,1.0,0.16
468,4.28,359712.4936,4.0,0.16
469,3.44,168271.9168,9.0,0.17
470,3.4,0.2321,15.0,0.17
471,5.08,168298.9926,19.0,0.18
472,4.88,82.6443,12.0,0.19
473,5.56,20.223,4.0,0.19
474,4.2,0.1317,0.0,0.16
475,5.88,475038.9581,7.0,0.17
476,5.04,359744.7118,10.0,0.16
477,5.16,4.0316,15.0,0.19
478,5.32,67850.3862,18.0,0.24
479,4.64,67851.6367,3.0,0.17
480,8.36,335776.7011,6.0,0.18
481,4.0,18.1924,11.0,0.16
482,7.52,63.02,5.0,0.16
483,6.12,80.7309,20.0,0.16
484,6.76,678487.1758,7.0,0.15
485,6.4,2723.8609,7.0,0.17
486,6.6,72.7569,4.0,0.19
487,5.48,33898.7144,24.0,0.18
488,6.44,359713.3846,4.0,0.17
489,6.84,359746.5574,13.0,0.16
490,6.76,20.2121,18.0,0.2
491,4.6,33909.0248,16.0,0.16
492,5.68,455.7054,10.0,0.16
493,3.96,2.084,20.0,0.16
494,5.36,22.5751,14.0,0.19
495,6.56,64475.7996,18.0,0.17
496,4.84,2720.8448,-2.0,0.16
497,5.16,8.8125,19.0,0.18
498,6.64,31.8463,9.0,0.17
499,4.8,3.5331,27.0,0.18
500,5.72,798532.8384,17.0,0.17
501,5.4,2683.951,12.0,0.17
502,5.68,339305.64,14.0,0.19
503,4.16,70.3125,14.0,0.16
504,5.36,13.2578,8.0,0.19
505,5.48,10.5614,17.0,0.19
506,6.88,10.2844,8.0,0.19
507,6.48,8.8284,24.0,0.18
508,5.72,67857.5812,12.0,0.2
509,4.76,145.7167,22.0,0.27
510,5.0,38.8174,24.0,0.24
511,5.52,21.7416,13.0,0.22
512,5.72,133849.3552,13.0,0.27
513,6.96,120066.407,19.0,0.17
514,3.84,17.748,17.0,0.21
515,4.28,67850.4383,19.0,0.18
